65.214.44.188 - - [05/Jun/2006:06:21:26 -0400] "GET / HTTP/1.0" 200 16180 "-" "Mozilla/2.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)"
129.33.39.43 - - [05/Jun/2006:17:56:44 -0400] "GET /pix/button_candidates-over.gif HTTP/1.0" 200 344 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:09 -0400] "GET /02candidates.html HTTP/1.0" 200 16658 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:10 -0400] "GET /menzies.css HTTP/1.0" 200 1397 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:10 -0400] "GET /pix/photo_candidates.jpg HTTP/1.0" 200 3939 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:11 -0400] "GET /pix/back1line.gif HTTP/1.0" 200 67 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:11 -0400] "GET /pix/inthissection.gif HTTP/1.0" 200 591 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:11 -0400] "GET /pix/sidebutton_2c.gif HTTP/1.0" 200 434 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:11 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.0" 200 784 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:12 -0400] "GET /pix/title_candidates.gif HTTP/1.0" 200 1075 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:12 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.0" 200 1248 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:12 -0400] "GET /pix/button_home.gif HTTP/1.0" 200 200 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:12 -0400] "GET /pix/graypixel.gif HTTP/1.0" 200 35 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:13 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.0" 200 718 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:13 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.0" 200 660 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:13 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.0" 200 1187 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:14 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.0" 200 725 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:58:14 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.0" 200 372 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
63.226.128.229 - - [05/Jun/2006:19:48:40 -0400] "GET / HTTP/1.1" 200 16180 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:41 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:41 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:41 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:41 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:42 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:42 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:42 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:42 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:43 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:43 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:43 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:43 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:44 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:45 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:45 -0400] "GET /favicon.ico HTTP/1.1" 404 1461 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:45 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:45 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:48:45 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:17 -0400] "GET /02candidates/023jobs.html HTTP/1.1" 200 21653 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:18 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:18 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:19 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:19 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:19 -0400] "GET /pix/title_candidates.gif HTTP/1.1" 200 1075 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:19 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:20 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:20 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:20 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.1" 200 718 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:20 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.1" 200 784 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:22 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.1" 200 1248 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:22 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:22 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:49:22 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:15 -0400] "GET /03about.html HTTP/1.1" 200 16537 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:15 -0400] "GET /pix/photo_about.jpg HTTP/1.1" 200 5707 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:15 -0400] "GET /pix/title_about.gif HTTP/1.1" 200 1784 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:16 -0400] "GET /pix/sidebutton_03a.gif HTTP/1.1" 200 487 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:16 -0400] "GET /pix/sidebutton_03b.gif HTTP/1.1" 200 546 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:16 -0400] "GET /pix/sidebutton_03c.gif HTTP/1.1" 200 506 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:16 -0400] "GET /pix/sidebutton_03c-over.gif HTTP/1.1" 200 442 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:16 -0400] "GET /pix/sidebutton_03a-over.gif HTTP/1.1" 200 436 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:16 -0400] "GET /pix/sidebutton_03b-over.gif HTTP/1.1" 200 490 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:50:37 -0400] "GET /03about/031meetdonna.html HTTP/1.1" 200 16250 "http://www.menziessearch.com/03about.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:51:02 -0400] "GET /03about/032specialize.html HTTP/1.1" 200 17884 "http://www.menziessearch.com/03about/031meetdonna.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:51:52 -0400] "GET /03about/033cases.html HTTP/1.1" 200 19088 "http://www.menziessearch.com/03about/032specialize.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:27 -0400] "GET /01employers.html HTTP/1.1" 200 18137 "http://www.menziessearch.com/03about/033cases.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:28 -0400] "GET /pix/photo_employer.jpg HTTP/1.1" 200 4582 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:28 -0400] "GET /pix/title_employers.gif HTTP/1.1" 200 1036 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:28 -0400] "GET /pix/3columline.gif HTTP/1.1" 200 193 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:28 -0400] "GET /pix/back2line.gif HTTP/1.1" 200 69 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:29 -0400] "GET /pix/sidebutton_01a.gif HTTP/1.1" 200 1255 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:29 -0400] "GET /pix/sidebutton_01b.gif HTTP/1.1" 200 496 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:29 -0400] "GET /pix/sidebutton_01c.gif HTTP/1.1" 200 806 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:29 -0400] "GET /pix/whenshoefits.gif HTTP/1.1" 200 673 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:30 -0400] "GET /pix/sidebutton_01a-over.gif HTTP/1.1" 200 1196 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:30 -0400] "GET /pix/sidebutton_01b-over.gif HTTP/1.1" 200 437 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:30 -0400] "GET /pix/sidebutton_01c-over.gif HTTP/1.1" 200 743 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
63.226.128.229 - - [05/Jun/2006:19:52:35 -0400] "GET /index.html HTTP/1.1" 200 16180 "http://www.menziessearch.com/01employers.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.2"
205.153.104.12 - - [05/Jun/2006:20:10:48 -0400] "GET / HTTP/1.1" 200 16180 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:48 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:49 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:50 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:50 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [05/Jun/2006:20:10:50 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
218.149.85.18 - - [05/Jun/2006:20:32:29 -0400] "GET /a1b2c3d4e5f6g7h8i9/nonexistentfile.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:29 -0400] "GET /adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:30 -0400] "GET /adserver/adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:30 -0400] "GET /phpAdsNew/adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:30 -0400] "GET /phpadsnew/adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:31 -0400] "GET /phpads/adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:31 -0400] "GET /Ads/adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:32 -0400] "GET /ads/adxmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:32 -0400] "GET /xmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:32 -0400] "GET /xmlrpc/xmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:33 -0400] "GET /xmlsrv/xmlrpc.php HTTP/1.0" 404 1461 "-" "-"
218.149.85.18 - - [05/Jun/2006:20:32:33 -0400] "GET /blog/xmlrpc.php HTTP/1.0" 404 1461 "-" "-"
69.76.2.206 - - [05/Jun/2006:23:37:07 -0400] "GET / HTTP/1.1" 200 16180 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
69.76.2.206 - - [05/Jun/2006:23:37:08 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.5); .NET CLR 1.1.4322)"
