68.142.251.133 - - [08/Jun/2006:07:08:51 -0400] "GET /robots.txt HTTP/1.0" 404 1461 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
4.254.205.239 - - [08/Jun/2006:19:35:38 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:38 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:38 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:38 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:39 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:39 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:39 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:39 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:40 -0400] "GET /favicon.ico HTTP/1.1" 404 1461 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:41 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:41 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:41 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:48 -0400] "GET /02candidates/023jobs.html HTTP/1.1" 200 22661 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:50 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:50 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:50 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:52 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:52 -0400] "GET /pix/title_candidates.gif HTTP/1.1" 200 1075 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:52 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:52 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.1" 200 1248 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:53 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:53 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.1" 200 718 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:53 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.1" 200 784 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:53 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:54 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:54 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:54 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
196.211.17.234 - - [08/Jun/2006:20:11:45 -0400] "GET //README HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)"
196.211.17.234 - - [08/Jun/2006:20:11:47 -0400] "GET /horde//README HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)"
196.211.17.234 - - [08/Jun/2006:20:11:48 -0400] "GET /horde2//README HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)"
196.211.17.234 - - [08/Jun/2006:20:11:50 -0400] "GET /horde3//README HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)"
196.211.17.234 - - [08/Jun/2006:20:11:51 -0400] "GET /horde-3.0.9//README HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)"
196.211.17.234 - - [08/Jun/2006:20:11:52 -0400] "GET /Horde//README HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)"
69.139.142.192 - - [08/Jun/2006:21:17:48 -0400] "POST /_vti_bin/_vti_aut/fp30reg.dll HTTP/1.1" 404 1461 "-" "-"
69.139.142.192 - - [08/Jun/2006:22:08:21 -0400] "POST /_vti_bin/_vti_aut/fp30reg.dll HTTP/1.1" 404 1461 "-" "-"
66.249.72.38 - - [08/Jun/2006:22:35:04 -0400] "GET /robots.txt HTTP/1.1" 404 1461 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.38 - - [08/Jun/2006:22:35:04 -0400] "GET /013contact.html HTTP/1.1" 200 21971 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.142.212.191 - - [09/Jun/2006:00:16:40 -0400] "GET /robots.txt HTTP/1.0" 404 1461 "-" "Yahoo-MMCrawler/3.x (mms dash mmcrawler dash support at yahoo dash inc dot com)"
68.142.212.191 - - [09/Jun/2006:00:17:01 -0400] "GET /pix/photo_about.jpg HTTP/1.0" 200 5707 "-" "Yahoo-MMCrawler/3.x (mms dash mmcrawler dash support at yahoo dash inc dot com)"
